1,1,935.1719970703125,895.1138305664062,309.857666015625,413.10382080078125,1.0,2,-1.0,-1.0
1,2,2940.14501953125,1271.4801025390625,285.371337890625,226.0267333984375,1.0,1,-1.0,-1.0
1,3,1435.658935546875,1084.5740966796875,185.252197265625,146.1148681640625,1.0,1,-1.0,-1.0
1,4,1477.2664794921875,1005.0086059570312,153.5760498046875,126.31292724609375,1.0,1,-1.0,-1.0
2,1,930.9735717773438,897.429443359375,310.14361572265625,417.0367431640625,1.0,2,-1.0,-1.0
2,2,2924.25439453125,1262.77294921875,278.098388671875,218.118896484375,1.0,1,-1.0,-1.0
2,3,1437.560791015625,1091.890625,182.1580810546875,146.190185546875,1.0,1,-1.0,-1.0
2,4,1478.213134765625,1011.9719848632812,152.898193359375,128.14923095703125,1.0,1,-1.0,-1.0
3,1,925.7971801757812,903.740478515625,312.59466552734375,418.6219482421875,1.0,2,-1.0,-1.0
3,2,2905.141845703125,1251.182861328125,276.03369140625,215.666259765625,1.0,1,-1.0,-1.0
3,3,1435.909912109375,1093.6380615234375,187.86474609375,156.425537109375,1.0,1,-1.0,-1.0
3,4,1474.168212890625,1017.9088134765625,155.3624267578125,119.1981201171875,1.0,1,-1.0,-1.0
4,1,919.1640014648438,907.1647338867188,314.11029052734375,422.56817626953125,1.0,2,-1.0,-1.0
4,2,2885.862548828125,1239.2845458984375,272.87548828125,213.9339599609375,1.0,1,-1.0,-1.0
4,3,1430.174560546875,1105.2078857421875,192.284912109375,151.3121337890625,1.0,1,-1.0,-1.0
4,4,1468.789306640625,1022.8692626953125,160.6256103515625,125.75830078125,1.0,1,-1.0,-1.0
5,1,915.9686279296875,910.259765625,318.208740234375,426.156494140625,1.0,2,-1.0,-1.0
5,2,2870.373779296875,1229.2423095703125,263.7890625,210.4825439453125,1.0,1,-1.0,-1.0
5,3,1427.9326171875,1114.20703125,193.798095703125,149.5869140625,1.0,1,-1.0,-1.0
5,4,1470.085693359375,1027.7354736328125,160.03125,135.6749267578125,1.0,1,-1.0,-1.0
6,1,907.8477172851562,913.4002075195312,321.88214111328125,430.97125244140625,1.0,2,-1.0,-1.0
6,2,2854.792236328125,1218.099609375,262.685302734375,206.85571289062497,1.0,1,-1.0,-1.0
6,3,1424.435791015625,1121.863525390625,198.3885498046875,156.6851806640625,1.0,1,-1.0,-1.0
6,4,1471.1829833984375,1035.2969970703125,157.4443359375,138.08154296875,1.0,1,-1.0,-1.0
7,1,905.5772094726562,916.27734375,320.46783447265625,433.629638671875,1.0,2,-1.0,-1.0
7,2,2838.44482421875,1209.5169677734375,255.71557617187497,203.894287109375,1.0,1,-1.0,-1.0
7,3,1420.99658203125,1130.720947265625,199.20556640625,154.9603271484375,1.0,1,-1.0,-1.0
7,4,1466.286376953125,1041.787841796875,163.937255859375,141.2677001953125,1.0,1,-1.0,-1.0
8,1,895.8153076171875,919.8233642578124,326.7872314453125,438.8671875,1.0,2,-1.0,-1.0
